,index,id,title,popularity,tag1,tag2
1736,1824,239571,The Best of Me,20.474,notadult en drama romance highschoolsweetheartenglish,pair former high school sweetheart reunit mani year return visit small hometown
1737,1825,417384,Scary Stories to Tell in the Dark,20.778,notadult en horror thriller smalltown basedonnovelorbook halloween hauntedhouse scarecrow familysecrets urbanlegend racism highschoolfriends aspiringwriter draftdodger 1960s folkhorrorenglish,mill valley pennsylvania halloween night play joke school bulli stella friend decid sneak supposedli haunt hous belong power bellow famili unleash dark forc unabl control
1738,1826,601666,I Care a Lot,16.959,notadult en comedy crime thriller drama psychopath darkcomedy sociopath guardian ceo socialservices scamartist femalepsychopath latestagecapitalism socialcriticism scammer socializedpsychopathenglish,legal guardian defraud older client trap care latest mark come unexpect baggag
1739,1829,10637,Remember the Titans,25.374,notadult en drama highschool friendship sports kukluxklan politics americanfootball 1970s trainer racepolitics civilrights apartheid racialsegregation basedontruestory racist highschoolsports coaction racialtension xenophobia virginia headcoachenglish,lead footbal team 15 win season coach bill yoast demot replac herman boon tough opinion differ belov yoast could two men learn overcom differ turn group hostil young men champion
1740,1830,49527,Man on a Ledge,18.525,notadult en action thriller crime newyorkcity deception rooftop diamondheist framedforacrime escapedprisoner negotiatorenglish,turn con threaten jump death manhattan hotel rooftop nypd dispatch femal polic psychologist talk howev unbeknownst polic scene suicid attempt cover biggest diamond heist ever pull
1741,1831,9336,Police Academy,32.785,notadult en comedy crime trainer recruit shenanigan policeacademyenglish,new rule enforc ladi mayoress mean sex weight height intellig need longer factor join polic forc open floodgat sundri enter polic academi much chagrin instructor everyon choic though social misfit mahoney forc sign altern jail sentenc take long fall foul boorish lieuten harri long mahoney realis enjoy polic cadet decid want stay harri decid want mahoney
1742,1832,9373,The Texas Chainsaw Massacre,45.719,notadult en horror suicide sheriff psychopath trauma telephone gore stalker friends remake murder hitchhiker slaughterhouse chainsaw torture cannibal killer family graphicviolence humanskinmaskenglish,pick traumat young hitchhik five friend find stalk hunt killer famili equal psychopath killer
1743,1833,484641,Anna,32.6,notadult fr thriller action cia paris france coldwar kgb femaleassassin lgbt modeling professionalassassin 1990s milan italydutch english italian russian,beneath anna poliatova strike beauti lie secret unleash indel strength skill becom one world fear govern assassin
1744,1834,9539,Martyrs,29.918,notadult fr horror drama thriller childabuse suffering nihilism degradation ecstasy womanmartyr cult hysteria helplessness revenge torturechamber mercilessness torture cruelty homeinvasion transcendence decadence martyr angst captivity abuse mistreatment dehumanization emaciation newfrenchextremism incarceration chloroform mysticism abusedwoman depravation bloodonbody murderess lesbian devastating mentalabusefrench,young woman quest reveng peopl kidnap tortur child lead best friend also victim child abus terrifi journey live hell deprav
1745,1836,8874,My Best Friend's Wedding,16.378,notadult en comedy romance chicago illinois secretlove newlove loveofone'slife weddingreception restaurantcritic manwomanrelationship wedding relationshipsabotage rehearsaldinnerenglish french italian,receiv word longtim platon pal michael get marri debutant kimberli wallac food critic juliann potter realiz true feel michael set sabotag wed
1746,1837,565426,To All the Boys: P.S. I Still Love You,20.167,notadult en romance comedy basedonnovelorbook lovetriangle loveletter sequelenglish,lara jean peter taken romanc pretend offici real anoth recipi one love letter enter pictur
1747,1838,600583,The Power of the Dog,21.577,notadult en drama western husbandwiferelationship basedonnovelorbook sadism sexuality widow montana eroticism banjo cigarette ranch marriage bullying deathoffather sexualtension perioddrama masturbation alcoholic humiliation genderroles cowboy homoeroticism lgbt misogynist mentorprotégérelationship womandirector medicalstudent drunkenness masculinity animalcruelty 1920s hulahoop mothersonrelationship brotherbrotherrelationship toxicmasculinity repressedsexuality gaytheme brothers homosexualsubtext homosexuality 20thcenturyenglish,domin charismat rancher wage war intimid brother new wife teen son secret come light
1748,1839,9614,Happy Gilmore,21.8,notadult en comedy sports lossoflovedone golf taxesenglish,fail hockey whiz happi gilmor whose unconvent approach antic grass court ire rival shooter mcgavin determin win pga tournament save granni hous prize money meanwhil attract tour publicist tri soften happi imag
1749,1840,227719,Project Almanac,23.805,notadult en sciencefiction thriller drama timetravel timemachine foundfootageenglish,group teen discov secret plan time machin construct one howev thing start get control
1750,1842,399360,Alpha,22.163,notadult en adventure drama wolf iceage humananimalrelationship wilderness survival prehistory snow saber-toothedtiger boyanddog injury pets bison upperpalaeolithic boarenglish,prehistor past keda young inexperienc hunter struggl return home separ tribe bison hunt goe awri way back find unexpect alli
1751,1843,49517,Tinker Tailor Soldier Spy,16.713,notadult en drama thriller mystery london england budapest hungary espionage spy coldwar 1970s secretagent mi6 mole britishspy britishintelligenceenglish french hungarian russian turkish,bleak day cold war espionag veteran georg smiley forc uncov soviet mole within former colleagu heart mi6
1752,1845,944,Lethal Weapon 4,25.434,notadult en action adventure comedy crime thriller showdown police sequel mixedmartialarts losangeles california housefire wisecrackhumor buddycop lapd maverickcop revolver actionheroenglish cantonese mandarin,offic martin rigg roger murtaugh lo angel polic depart must stop danger crime lord china get brother jail
1753,1846,379149,The Foreigner,43.205,notadult en action thriller london england basedonnovelorbook bomb revenge terrorism ira(irishrepublicanarmy) ireland death unitedkingdommandarin english,quan humbl london businessman whose past erupt vendetta person left love teenag daughter die irish republican armi car bomb relentless search find terrorist lead conflict british govern offici whose past may hold clue ident elus killer
1754,1847,1580,Rope,21.24,notadult en thriller crime drama philosophy banquet footlocker rope strangle basedonplayormusical gayinterest murder technicolor dinnerparty academia onelocation gaytheme homosexualsubtext gaykiller nietzsche restrictedsetting theperfectmurder theperfectcrime playinggodenglish,two men attempt prove commit perfect crime host dinner parti strangl former classmat death
1755,1848,22894,Legion,43.95,notadult en horror action fantasy angel diner religion apocalypse demon desertenglish,god lose faith humankind send legion angel bring apocalyps human hope surviv lie group stranger trap desert diner archangel michael
1756,1850,505600,Booksmart,16.898,notadult en comedy highschool comingofage houseparty buddy highschoolstudent lgbt womandirector generationz teenagermandarin english spanish,two academ teenag superstar realiz eve high school graduat work less play determin never fall short peer girl set mission cram four year fun one night
1757,1851,9315,Flightplan,18.257,notadult en thriller drama mystery berlin germany airplane lossoflovedone baby-snatching flight missingchild flightattendant missingdaughterarabic german english french italian japanese,fli feet art aircraft help design kyle pratt daughter julia vanish without trace one plane believ julia ever onboard kyle desper alon count wit unravel mysteri save daughter
1758,1852,37958,Immortals,24.886,notadult en fantasy action drama army poison mythology zeus swordfight minotaur poseidon spear bowandarrow labyrinth ancientgreece greekgod muscularmen fantasygreek english,theseu mortal man chosen zeu lead fight ruthless king hyperion rampag across greec obtain weapon destroy human
1759,1854,1574,Chicago,16.268,notadult en comedy crime drama chicago illinois musical basedonplayormusical jail lawyer prisonmatron jazzage 1920shungarian english,murderess velma kelli roxi hart find death row togeth fight fame keep gallow 1920 chicago
1760,1855,14564,Rings,24.584,notadult en horror investigation supernatural hallucination sequel curse vhs death maggot sevendays videotapeenglish,julia becom worri boyfriend holt explor dark urban legend mysteri videotap said kill watcher seven day view sacrific save boyfriend make horrifi discoveri movi within movi one ever seen
1761,1856,610253,Halloween Kills,37.851,notadult en horror thriller halloween sequel murder vigilante serialkiller hospital slasher murderer killer housefire crimespree vigilantism escapedkiller murderspree vigilantejustice holidayhorrorenglish,nightmar unstopp killer michael myer escap lauri strode trap continu ritual bloodbath injur taken hospit lauri fight pain inspir resid haddonfield rise myer take matter hand strode women survivor form vigilant mob hunt michael end reign terror
1762,1857,62835,Colombiana,39.974,notadult en action thriller crime drama streetgang uncle femaleassassin witnesstomurderenglish spanish,wit parent murder child bogota cataleya restrepo grow assassin work uncl hitman day person time spent engag vigilant murder hope lead ultim target mobster respons parent death
1763,1858,407436,Mowgli: Legend of the Jungle,19.312,notadult en adventure drama basedonnovelorbook hunter wolf tiger comingofage anthropomorphism jungle bear python liveactionremakeenglish hindi,human child rais wolv must face menac tiger name shere khan well origin
1764,1859,395990,Death Wish,40.484,notadult en action crime drama thriller robbery basedonnovelorbook police gun kidnapping detective remake vigilante shootout darkhero criminal deathofwife fatherdaughterrelationship vigilantejusticeenglish,father transform kill machin famili torn apart violent act
1765,1861,595,To Kill a Mockingbird,25.426,notadult en drama rightandjustice siblingrelationship basedonnovelorbook courtcase court isolation becominganadult falselyaccused blackpeople arbitrarylaw alabama sociallydeprivedfamily defence treehouse farmworker intolerance exclusion racism child 1930s courtroomdrama basedonyoungadultnovelenglish german,scout finch 6 older brother jem live sleepi maycomb alabama spend much time friend dill spi reclus mysteri neighbor boo radley atticu widow father respect lawyer defend black man name tom robinson fabric rape charg trial tangent event expos children evil racism stereotyp
1766,1862,13207,Friday the 13th,32.569,notadult en horror cabininthewoods axemurder campcounselorenglish,group young adult visit board campsit name crystal lake soon encount mysteri jason voorhe deadli intent
1767,1863,612,Munich,18.494,notadult en drama action history thriller hotelroom israel mossad assassination paris france hostage olympicgames 1970s intelligence munich germany ailulalaswad ploterroristgroup bombconstructor baader-meinhofgroup olympianvillage revenge terrorism terroristgroup graphicviolencearabic german greek english french hebrew italian russian,1972 olymp game munich eleven isra athlet taken hostag murder palestinian terrorist group known black septemb retali isra govern recruit group mossad agent track execut respons attack
1768,1864,438650,Cold Pursuit,22.811,notadult en action crime thriller drugdealer darkcomedy colorado revenge gunbattle snowenglish,quiet famili life nel coxman snowplow driver upend son murder nel begin veng hunt vike drug lord hold respons kill elimin vike associ one one nel draw closer vike action bring even unexpect violent consequ prove reveng execut
1769,1865,68737,Seventh Son,30.928,notadult en adventure fantasy basedonnovelorbook magic chosenone witchhunt darkfantasy evilwitch swordandsorcery basedonyoungadultnovelenglish,john gregori seventh son seventh son also local spook protect countri witch boggart ghoul manner thing go bump night howev john young anymor seek apprentic carri trade fail surviv last hope young farmer son name thoma ward surviv train becom spook mani other could
1770,1866,17609,Antichrist,22.693,notadult en drama horror thriller depression suffering therapist symbolism marriage masochism controversy woods god cabin psychologicalthriller torture fear cruelty nature masturbation guilt occult grieving motherhoodenglish,griev coupl retreat cabin wood hope repair broken heart troubl marriag natur take cours thing go bad wors
1771,1867,9374,Death Becomes Her,28.596,notadult en comedy fantasy horror jealousy immortality beauty rivalry potion drinkingenglish,madelin marri ernest helen fianc recov mental breakdown helen vow kill madelin steal back ernest unfortun everyon introduct magic potion caus thing great deal complic mere murder plot
1772,1868,12144,The Land Before Time,21.324,notadult en family animation adventure vulkan lossoflovedone tyrannosaurusrex earthquake primitivetime dinosaurenglish,orphan brontosauru name littlefoot set search legendari great valley land lush veget dinosaur thrive live peac along way meet four young dinosaur one differ speci encount sever obstacl learn work togeth order surviv
1773,1869,2976,Hairspray,20.765,notadult en comedy romance drama dance dream baltimore usa racepolitics musical basedonplayormusical equality schoolparty integration overweightwoman remake teenmovie agoraphobia basedonmovie suspicionofadultery manindrag 1960s danceshow fatshamingenglish,pleasantli plump teenag traci turnblad audit baltimor popular danc show corni collin show land prime spot newfound fame becom determin help friend end racial segreg stapl show
1774,1870,9279,Jingle All the Way,20.994,notadult en family comedy adventure husbandwiferelationship holiday minnesota christmasparty santaclaus shoppingmall puppet christmas fathersonrelationshipenglish,howard langston salesman mattress compani constantli kept busi job disappoint son miss son karat exposit howard vow make buy action figur son favorit televis hero christma unfortun howard christma eve everi store sold turbo man howard must travel town compet everybodi els find turbo man action figur
1775,1871,882598,Smile,73.246,notadult en horror mystery thriller suicide post-traumaticstressdisorder(ptsd) therapist detective paranoia trauma curse hospital doctor mentalillness evil psychotic self-harm demonic basedonshortfilmenglish,wit bizarr traumat incid involv patient rose cotter start experienc frighten occurr ca explain overwhelm terror begin take life rose must confront troubl past order surviv escap horrifi new realiti
1776,1872,8009,Highlander,38.696,notadult en adventure action fantasy newyorkcity martialarts swordplay immortality scotland sword swordfight fictionalwar darkfantasy warrior swordandsorcery supernaturalpower goodversusevilenglish,fought first battl scottish highland fight greatest battl street new york citi name connor macleod immort
1777,1873,2652,Hard Candy,17.414,notadult en drama thriller pedophilia suicide rape agedifference photographer sadism insanity shower menace lie manipulation castration deception sociopath vigilante neighbor teenagegirl torture sadist pedophile cruelty oldermanyoungerwomanrelationship justice heldcaptive mentalillness threat sexualtorture childhoodsexualabuse photostudio verbalabuse boldenglish,hayley smart charm teenag girl jeff handsom smooth fashion photograph internet chat coffe shop impromptu fashion shoot back jeff place jeff think lucki night surpris
1778,1874,109443,Anchorman 2: The Legend Continues,19.28,notadult en comedy journalism language mustache gangwarfare aftercreditsstinger newsspoof news tvnewsanchor cablenewsenglish,70 behind san diego top rate newsman ron burgundi return take new york first news channel storm
1779,1875,419680,Daddy's Home 2,26.192,notadult en comedy holiday sequel christmasenglish,brad dusti must deal intrus father holiday
1780,1876,192141,No Escape,21.206,notadult en thriller hotel rebellion raceagainsttime revolution coupd'etat engineer survival execution american family americanabroad u.s.embassyfrench english thai,new oversea home american famili soon find caught middl coup frantic look safe escap environ foreign immedi execut
1781,1878,505948,I Am Mother,15.446,notadult en sciencefiction thriller artificialintelligence(a.i.) bunker post-apocalypticfuture robot humanextinctionenglish,teenag girl rais underground robot mother design repopul earth follow extinct event uniqu bond threaten inexplic stranger arriv alarm news
1782,1879,638,Lost Highway,33.257,notadult en drama thriller mystery prison pornography jealousy dream dualidentity nightmare police sexualfrustration gangster insanity paranoia prisoncell eroticism bedroom violenthusband headache motel transformation deathrow jazzsingerormusician highway carmechanic hallucination suspicion identitycrisis surrealism carcrash murder losangeles california videotape graphicviolenceenglish,torment jazz musician find lost enigmat stori involv murder surveil gangster doppelgäng imposs transform insid prison cell
1783,1880,58244,Upside Down,16.901,notadult en romance sciencefiction drama fantasy amnesia upperclass exploitation forbiddenlove planet classdifferences alternatereality gravity cosmetics slumdwellerenglish,altern univers twin world opposit graviti young man battl interplanetari prejudic law physic quest reunit girl dream visual stun romant adventur pose question love stronger graviti
1784,1881,539885,Ava,30.368,notadult en action thriller crime assassin secretorganization murder femaleassassin professionalassassin secret thrillergerman french english,black op assassin forc fight surviv job goe danger wrong
1785,1882,521,Dial M for Murder,19.662,notadult en thriller crime adultery london england jealousy blackmail detective tennisplayer marriage letter love murder theft husband murderplot crimefictionwriter keys restrictedsetting theperfectmurder theperfectcrimeenglish,pro carri plot wife murder discov affair assum soon leav man anyway thing go wrong improvis new frame murder instead
1786,1883,9277,The Sting,20.581,notadult en comedy crime drama bet chicago illinois repayment horserace conman mafiaboss heist caper ragtime offtrackbetting stingoperation alley 1930senglish,novic con man team acknowledg master aveng murder mutual friend pull ultim big con swindl fortun mobster
1787,1884,55,Amores Perros,26.344,notadult es drama thriller daughter secretlove homelessperson mexicocity mexico money dogfighting dog nonlineartimeline multiplestorylines newmexicancinemaspanish,fatalist car crash mexico citi set chain event live three peopl supermodel young man want run homeless man live catapult unforeseen situat instig seemingli inconsequenti destini dog
1788,1885,843,In the Mood for Love,28.104,notadult cn drama romance adultery newspaper secretlove martialarts lovesickness husbandwiferelationship shanghai china marriagecrisis marriedcouple singapore deceivedhusband forbiddenlove neighbor author hongkong extramaritalaffair 1960scantonese french spanish,two neighbor becom intim discov spous affair one anoth
1789,1886,46738,Incendies,19.189,notadult fr drama war mystery prison rape middleeast muslim militia orphanage son interpreter swimmingpool massacre checkpoint politicalassassination twins willfrench arabic english,mother last wish send twin jeann simon journey middl east search tangl root adapt wajdi mouawad acclaim play incendi tell power move tale two young adult voyag core hatr war endur love
1790,1887,493529,Dungeons & Dragons: Honor Among Thieves,126.33,notadult en adventure fantasy comedy platoniclove gangofthieves dragon roleplayinggame heistgonewrong duringcreditsstinger fatherdaughterrelationship spell&sorcery wizardryenglish,charm thief band unlik adventur undertak epic heist retriev lost relic thing go danger awri run afoul wrong peopl
1791,1888,77174,ParaNorman,29.363,notadult en family animation adventure comedy medium jock stopmotion curse ghost communicatingwiththedead aftercreditsstinger witchtrial childwitch empathy strange giacquanenglish,town blith hollow norman babcock speak dead one eccentr new friend believ abil real one day norman eccentr uncl tell ritual must perform protect town curs cast witch centuri ago
1792,1889,449562,The Hustle,19.232,notadult en comedy crime action bet competition conartist remake aftercreditsstinger conwomanenglish danish french german dutch,two femal scam artist one low rent high class compet swindl naïv tech prodigi fortun remak 1988 comedi dirti rotten scoundrel
1793,1890,4476,Legends of the Fall,21.828,notadult en adventure drama romance war western siblingrelationship basedonnovelorbook worldwari journeyaroundtheworld montana 1900scornish english,epic tale three brother father live remot wilder 1900 usa live affect natur histori war love
1794,1891,599,Sunset Boulevard,22.229,notadult en drama newyear'seve jealousy lossofsenseofreality screenwriter butler delusion diva filmnoir hollywood losangeles california blackandwhite madness agingactor hasbeen silentfilmstar grandiosebehavior keptman moviestudioenglish,hack screenwrit write screenplay former silent film star fade hollywood obscur
1795,1892,6466,Freddy vs. Jason,35.887,notadult en horror newjersey sadism psychopath woods murder marijuana slaughter serialkiller slasher seriesofmurders baddream supernaturalhorrorenglish,freddi krueger enlist jason voorhe kill behalf elm street order restor fear haunt children dream
1796,1894,567748,The Guilty,21.038,notadult en drama thriller remake psychologicalthriller policeofficer policestation cellularphonetrace phonecall emergency onelocation abduction bittercop wildfire deskwork alarmdispatchenglish,demot polic offic assign call dispatch desk conflict receiv emerg phone call kidnap woman
1797,1895,171274,Inherent Vice,31.669,notadult en drama mystery comedy california basedonnovelorbook boat detective 1970s ex-girlfriend surreal hippielifestyle potsmoking privateinvestigator disappearance lawyer losangeles california drugs loanshark neo-noir 1960s heroincartelenglish,lo angel turn 1970 detect larri doc sportello investig disappear
1798,1896,744275,After We Fell,140.224,notadult en romance drama basedonnovelorbook familyhistory love teenagecrush womandirector familytensionenglish,tessa life begin becom unglu noth thought would friend famili person abl reli hardin furiou discov massiv secret keep tessa make biggest decis life everyth chang revel famili
1799,1897,9383,Hollow Man,30.109,notadult en action sciencefiction thriller experiment killing villain slasher scientist survivalhorror invisibleperson voyeurism invisibilityenglish,cocki research sebastian cain work project make live creatur invis determin achiev ultim breakthrough cain push team move next phase use subject test success process ca revers cain seem doom futur without flesh start turn increasingli danger
1800,1898,535581,The Dead Don't Die,15.472,notadult en comedy horror fantasy hermit smalltown pennsylvania usa cemetery breakingthefourthwall bmovie zombie policeofficer horrorcomedyenglish,small peac town zombi suddenli rise terror town three bespectacl polic offic strang scottish morgu expert must band togeth defeat undead
1801,1899,9257,S.W.A.T.,27.175,notadult en action thriller crime liberation transportofprisoners specialunit losangeles californiaenglish spanish french,hondo harrelson recruit jim street join elit unit lo angel polic depart togeth seek member includ tough deke kay singl mom chri sanchez team first big assign escort crime boss alex montel prison seem routin montel offer huge reward anyon break free crimin variou stripe step prize
1802,1900,26466,Triangle,21.867,notadult en horror florida ship ocean key yacht autism ghostship murder purgatory timeloop femaleprotagonist storm singlemother axemurder caribbeansea sisyphus abusivemother axenglish,jess set sail yacht group friend shake feel someth wrong suspicion realiz yacht hit storm group forc board pass ocean liner get safeti ship jess convinc
1803,1901,115782,Jobs,21.526,notadult en drama history computer biography basedontruestory entrepreneur maniacalgeniusenglish,stori steve job ascens colleg dropout one rever creativ entrepreneur 20th centuri
1804,1902,25376,The Secret in Their Eyes,17.242,notadult es crime mystery thriller romance drama rape police kidnapping homicide writing investigation partner murder tension argentina justice legaldrama secretspanish,retir legal counselor write novel hope find closur one past unresolv homicid case unreciproc love superior still haunt decad later
1805,1903,8584,Shanghai Noon,18.457,notadult en adventure action comedy western princess rescue martialarts nativeamerican sioux travel chinese cowboy duringcreditsstinger 19thcentury actionhero goodversusevilenglish mandarin spanish,chon wang clumsi imperi guard trail princess pei pei kidnap forbidden citi transport america wang follow captor nevada team unlik partner outcast outlaw roy tri spring princess imprison
1806,1904,83899,You're Next,33.781,notadult en horror thriller mystery greed missouri familydinner brotheragainstbrother massacre homeinvasion deadfamily crossbow independentfilm face-off lonelyroad groundedpeopleenglish,davison famili come attack wed anniversari getaway gang mysteri killer soon learn one victim harbor secret talent fight back
1807,1905,11319,The Rescuers,24.21,notadult en fantasy family animation adventure rescue kidnapping mouse rescuemission baby-snatching bottle energy mole cartoonmouse tideenglish,two littl mice possibl save orphan girl fallen evil hand littl cooper faith oneself anyth possibl member intern rescu aid societi bernard miss bianca respond orphan penni call help two mice search clue help old cat name rufu
1808,1907,10567,Dinosaur,45.058,notadult en family animation cataclysm asteroid leader comet migration prehistory prehistoriccreature dinosaur birth death nestinggrounds cavern lemur mesozoicenglish,orphan dinosaur rais lemur join arduou trek sancturari meteorit shower destroy famili home
1809,1908,928,Gremlins 2: The New Batch,29.087,notadult en comedy horror fantasy dyinganddeath newyorkcity monster mutation cleverness skyscraper mutant humananimalrelationship current electricshock restaurant gremlin researchstation puppetry cowardliness creature pets electricityenglish,young sweetheart billi kate move big appl land job offic park soon reunit friendli lovabl gizmo seri accid creat whole new gener gremlin situat worsen devilish green creatur invad laboratori develop genet alter power make even harder destroy
1810,1910,9352,EuroTrip,32.936,notadult en comedy berlin germany paris france alcohol penpals travel marijuana nudism duringcreditsstingerenglish french italian japanese german,scott learn longtim berlin gorgeou young woman friend embark trip across europ
1811,1911,713704,Evil Dead Rise,188.126,notadult en thriller horror siblingrelationship pregnancy earthquake gore sequel losangeles california demon evil necronomicon reboot demonicpossession motherhood sisterhood sistersisterrelationship bodyhorror apartment disgustedenglish,reunion two estrang sister get cut short rise demon thrust primal battl surviv face nightmarish version famili imagin
1812,1914,587807,Tom & Jerry,43.029,notadult en comedy family animation aftercreditsstinger liveactionandanimationenglish,tom cat jerri mous get kick home reloc fanci new york hotel scrappi employe name kayla lose job evict jerri wed hotel solut hire tom get rid peski mous
1813,1915,339877,Loving Vincent,19.476,notadult en animation drama mystery history artist investigation letter painter bullying adultanimation strugglingartist 19thcentury mysteriousdeath controversialartist vincentvangoghenglish,young man arriv last hometown painter vincent van gogh deliv troubl artist final letter end investig final day
1814,1916,10204,Around the World in 80 Days,18.754,notadult en action adventure comedy newyorkcity london england paris france sanfrancisco california journeyaroundtheworld julesverne hotairballoon steampunkgerman english french hindi turkish cantonese,bet pit british inventor chines thief french artist worldwid adventur circl globe 80 day
1815,1917,335796,Ouija: Origin of Evil,20.033,notadult en horror supernatural possession prequel spirit aftercreditsstinger 1960senglish,1965 lo angel widow mother two daughter add new stunt bolster séanc scam busi unwittingli invit authent evil home youngest daughter overtaken merciless spirit small famili confront unthink fear save send possessor back side
1816,1918,24420,The Time Traveler's Wife,25.506,notadult en drama romance fantasy future husbandwiferelationship basedonnovelorbook timetravel time love travel tragiclove relationship disorder geneticdisorderenglish,due genet disord handsom librarian henri detambl involuntarili zip time appear variou moment life true love beauti artist clare abshir
1817,1919,361292,Suspiria,17.531,notadult en drama horror mystery fantasy berlin germany danceperformance telepathy 1970s paranormalphenomena telekinesis remake ballet demon choreographer witchcraft occult livingdead ritualsacrifice choreography balletschool spiritualism dancecompany psychotherapist mysteriousevents goodversusevilenglish french german,young american dancer susi bannion arriv 1970 berlin audit helena marko danc compani vault role lead dancer woman replac break accus compani femal director witchcraft meanwhil inquisit psychotherapist member troup uncov dark sinist secret probe depth studio hidden underground chamber
1818,1920,292011,Richard Jewell,16.924,notadult en drama crime biography standardpoliceprocedure cautionarytaleenglish,richard jewel think quick work fast save hundr perhap thousand live domest terrorist plant sever pipe bomb explod concert fals suspect crime sloppi fbi work sensat media coverag
1819,1921,5925,The Great Escape,49.875,notadult en adventure drama history thriller war epic uniform swastika prisoner basedonnovelorbook nazi escape optimism freedom machinegun switzerland shower dystopia baseball famousscore worldwarii prisonerofwar claustrophobia attempttoescape barbedwire basedontruestory prisonguard prisonescape tragedy solitaryconfinement motorcycle alpsmountains britishofficer 1940s luftwaffeenglish german french russian,nazi exasper number escap prison camp rel small number alli prison reloc camp sit remaind war undaunt prison plan one ambiti escap attempt world war ii base true stori
1820,1922,8265,Welcome to the Sticks,19.2,notadult fr comedy drama romance jealousy clocktower provence southernfrance lie postman mama'sboy bias localspeciality relocation prejudice culturaldifference jobtransfer northernfrance belltower postalworker hospitality communityspirit dialect smallcommunity winedrinking unhappymarriage socialprejudices accents disabilityfraudfrench,although live comfort life charm town south franc juli feel depress pleas philipp abram post offic administr husband tri obtain transfer seasid town french riviera cost troubl caught tri scam inspector philipp immedi banish distant unheard town bergu far north franc
1821,1923,740985,Borat Subsequent Moviefilm,19.672,notadult en comedy presidentialelection patriotism mockery kazakhstan satire hiddencamera sequel mockumentary prank socialsatire disguise covid-19croatian bulgarian romanian english hungarian hebrew,14 year make film journey across usa borat risk life limb return unit state young daughter reveal cultur pandem polit elect
1822,1924,459151,The Boss Baby: Family Business,69.144,notadult en animation comedy adventure family baby boss sequel sibling familyenglish,templeton brother tim boss babi littl bro ted becom adult drift away new boss babi approach attitud bring togeth inspir new famili busi
1823,1925,4512,The Assassination of Jesse James by the Coward Robert Ford,26.452,notadult en action drama western media killing missouri admiration hold-uprobbery jessejames cowardliness family coward revisionistwesternenglish,outlaw jess jame rumor gun west eager recruit jame notori gang robert ford eventu grow jealou fame outlaw robert brother sens opportun kill jame murder action elev target near mythic statu
1824,1926,38167,Eat Pray Love,21.669,notadult en drama romance change italy indonesia love travel femaleprotagonist india divorce aroundtheworld bali italiancuisineportuguese english italian,liz gilbert everyth modern woman suppos dream husband hous success career yet like mani other found lost confus search realli want life newli divorc crossroad gilbert step comfort zone risk everyth chang life embark journey around world becom quest travel discov true pleasur nourish eat itali power prayer india final unexpectedli inner peac balanc true love bali
1825,1928,9360,Anaconda,33.856,notadult en adventure horror thriller humanvsnature snake predator moviebusiness expedition amazonrainforest jungle creature hunting anaconda killersnake riverboat amazonriver animalhorror killerexpedition rainforestriver riverravineenglish,nation geograph film crew taken hostag insan hunter take along quest captur world largest deadliest snake
1826,1929,463272,Johnny English Strikes Again,21.362,notadult en action adventure comedy spy parody sequel slapstickcomedyenglish,disast strike crimin mastermind reveal ident activ undercov agent britain secret servic reli one man johnni english current teach minor prep school johnni spring back action find mysteri hacker mission succeed need skill man yesterday analogu method face tomorrow digit technolog
1827,1933,502033,Sound of Metal,17.475,notadult en drama music deaf missouri drums heavymetal addiction signlanguages hearingimpairedenglish french,metal drummer ruben begin lose hear doctor tell condit worsen think career life girlfriend lou check former addict rehab deaf hope prevent relaps help adapt new life welcom accept ruben must choos new normal life knew
1828,1935,9408,Surf's Up,24.306,notadult en animation comedy family sea surfer surfboard wave worldcup giantwave penguin worldchampion mockumentary anthropomorphism animal mysticalworld anthropomorphicanimalenglish,young surfer enter first contest hope win earn respect encount local forc rethink valu
1829,1936,23048,Hot Tub Time Machine,16.459,notadult en sciencefiction comedy adventure poison timetravel one-nightstand singer peterpansyndrome fortysomething snowskiing skiresort 1980s butterflyeffect 80sthrowback changethepastenglish,four pal stuck rut adulthood adam dump lou hopeless parti anim craig henpeck husband jacob noth play video game basement get chanc brighten futur chang past night heavi drink hot tub result wake 1986
1830,1937,41436,Paranormal Activity 2,19.283,notadult en horror mystery haunting ouijaboard demonicpossession foundfootage duringcreditsstinger antagonisticenglish,day welcom newborn babi dan kristi rey return home one day find hous ransack seemingli explan fear forc put secur camera begin captur strang activ around hous
1831,1938,77987,Only God Forgives,16.08,notadult en drama thriller crime bangkok thailand surrealism punishment suicidal policeofficer blunt neonlight neo-noir drugtrafficker thaiboxing emasculation vengeanceenglish thai,julian run thai box club front organ famili drug smuggl oper forc mother crystal find kill individu respons brother recent death
1832,1940,49797,I Saw the Devil,24.682,notadult ko thriller horror psychopath cemetery policechief secretagent revenge murder serialkiller mercilessness severedhead brutality cannibal trackingdevice southkorea sadistickillerkorean,danger psychopath kill pleasur agent decid track murder promis everyth power take vengeanc killer even mean must becom monster
1833,1942,522162,Midway,33.577,notadult en action drama war history adventure worldwarii u.s.navy battleofmidway pacificwar historicalfiction pacifictheater navalwarfare 1940smandarin english japanese,stori battl midway leader soldier use instinct fortitud braveri overcom massiv odd
